filename,title,doi,year,journal,abstract,pages,size_mb,authors,citationCount
78.pdf,In-situ fabricated hierarchical nanostructure on titanium alloy as highly stable and durable super-lubricated surface for anti-biofouling in marine engineering,10.1016/j.cej.2023.142389,2023,Chemical Engineering Journal,"Titanium alloys, with superior corrosion resistance, have been widely used in marine engineering. However, they are biocompatible and attractive to biofouling organisms. In this work, based on the micro-arc oxidation and hydrothermal treatment, a Slippery Liquid-Infused Porous and Prickly Surface (SLIPPS) was in-situ fabricated on titanium alloy (TA2) via a cost-efficient and facile process. The hierarchical nanostructure consisting of micro/ nano-pores and nano-prickles was infused by lubricant to form a super-lubricated surface. The micro/nano-pores can offer sufficient space to store the lu",13,10.92,Dizhu Yue; Xuzhou Jiang; Hongying Yu; Dongbai Sun,73
79.pdf,Achieving anti-corrosion and anti-biofouling dual-function self-healing coating by natural carrier attapulgite loading with 2-Undecylimidazoline,10.1016/j.jmst.2022.11.029,2023,Journal of Materials Science & Technology,"In the marine environment, the protective coatings face serious corrosion and biofouling problem, lim- itations, and challenges that made self-healing coatings unable to perform both anti-corrosion and anti-biofouling dual-function at the same time. Here we constructed the corrosion resistance and anti-biofouling self-healing coating by integrating nano-containers into the coating matrix, the 2- Undecylimidazoline (ULM) acted as a corrosion inhibitor and anti-biofouling dual-functional agent which was loaded on the natural container attapulgite (ATP). To obtain high healing eﬃciency, a ﬂuidity",13,6.38,Yinghao Wu; Jinming Wei; Xiaolu Shi; Wenjie Zhao,44
8.pdf,,10.11777/j.issn1000-3304.2018.18074,2018,,,6,1.81,,
80.pdf,Nature-inspired silicone-polythiourethane coatings based on capsaicin analogue for marine biofouling control,10.1016/j.cej.2025.164362,2025,Chemical Engineering Journal,"Capsaicin analogue, as natural product analogues, have demonstrated significant anti-fouling effects. However, few studies have explored the fluorescence properties of capsaicin in marine biofouling control. A novel capsaicin analogue, N-(2-ethoxynaphthalene)-acrylamide (NEA), was successfully synthesized through a Friedel-Crafts alkylation reaction. A series of nature-inspired silicone-polythiourethane coatings based on capsaicin analogue, denoted as PP-NEA-x, were prepared via a thiol-ene click reaction. Due to the polythiourethane matrix, these coatings exhibited excellent mechanical proper",10,6.85,Kang Feng; Sheng Li; Najla AlMasoud; Jiaying Li; Yue Ma; Congying Yin; Zeyu Jie; Yiding Wang; Taghrid S. Alomar; Xia Li,11
81.pdf,"Functional nanomaterials, synergisms, and biomimicry for environmentally benign marine antifouling technology",10.1039/d1mh01103k,2021,Materials Horizons,,38,18.18,Avishek Kumar; Ahmed AL-Jumaili; Olha Bazaka; Elena P. Ivanova; Igor Levchenko; Kateryna Bazaka; Mohan V. Jacob,88
82.pdf,Biofouling in industrial equipment: a look at quorum sensing and quorum quenching as anti-fouling strategies in membrane bioreactors,10.1080/21622515.2024.2317819,2024,Environmental Technology Reviews,,17,2.39,Anusha Yethadka Ganaraja; Lavanya Mulky,9
83.pdf,Dynamic Surface Antifouling Materials,10.1002/cjoc.202300321,2023,Chinese Journal of Chemistry,,8,1.51,Man Wang; Chunfeng Ma; Guangzhao Zhang,20
84.pdf,Nacre‐Inspired Metal‐Organic Framework Coatings Reinforced by Multiscale Hierarchical Cross‐linking for Integrated Antifouling and Anti‐Microbial Corrosion,10.1002/adfm.202305995,2023,Advanced Functional Materials,,14,4.8,Zhiqun Yu; Xiangyu Li; Xianghong Li; Borui Zheng; Dianzhong Li; Dake Xu; Fuhui Wang,103
85.pdf,Demystifying AI and ML for Cyber–Threat Intelligence,,,,,605,32.15,,
86.pdf,Bio‐Based Anti‐Biofoulant with Copper(II) as Intramolecular Catalyst for Radicals Formation,10.1002/admi.202201882,2023,Advanced Materials Interfaces,,11,4.12,Jinbo Chen; Guangming Lu; Yu Hao; Yichao Lu; Liang‐Feng Huang; Yajie Zhang,12
87.pdf,A bibliometric analysis of cellulose anti-fouling in marine environments,10.1016/j.heliyon.2024.e28513,2024,Heliyon,"Marine biofouling poses significant challenges to maritime industries worldwide, affecting vessel performance, fuel efficiency, and environmental sustainability. These challenges demand inno­ vative and sustainable solutions. In this review, the evolving landscape of cellulose-based ma­ terials for anti-fouling applications in marine environments is explored. Through a comprehensive bibliometric analysis, the current state of research is examined, highlighting key trends, emerging technologies, and geographical distributions. Cellulose, derived from renewable resources, offers a promising aven",17,6.28,Nicky Rahmana Putra; Abdi Ismail; Dian Purnama Sari; Nurcholis Nurcholis; Totok Triputrastyo Murwatono; Rina Rina; Yuniati Yuniati; Endah Suwarni; Agus Sasmito; Putri Virliani,17
88.pdf,Antifouling and anti-algal effects of chitosan nanocomposite (TiO2/Ag) and pristine (TiO2 and Ag) films on marine microalgae Dunaliella salina,10.1016/j.jece.2018.10.050,2018,Journal of Environmental Chemical Engineering,"Biofouling is the main problem for marine water systems such as the immersed leisure vessels, oceanographic sensors, heat exchangers, and ship hulls. The obstacle of biofouling created by barnacles, mussels, bacteria, and micro and/or macro algal species. To overcome this problem, some metal nanoparticles incorporated ﬁlms and membranes were employed to control the biofouling. In this study, metal nanoparticles (Ag NPs and TiO2) of diﬀerent concentrations (0.25, 0.5, 0.75 wt %) were incorporated with chitosan polymer to fabricate nano- composite and pristine ﬁlms. The biofouling inhibition was",11,2.33,Saravanan Natarajan; D. Shanthana Lakshmi; Vignesh Thiagarajan; P. Mrudula; N. Chandrasekaran; Amitava Mukherjee,60
89.pdf,Strong yet tough cross-linked oligosiloxane elastomer with impact-resistant and antifouling properties,10.1016/j.cej.2023.142769,2023,Chemical Engineering Journal,"Polyurea with strong hydrogen bond interactions has excellent mechanical strength, toughness, and strain-rate- dependent behavior. However, the too fast polymerization and lack of functions limit its applications. In this study, a high-strength polyurea elastomer with impact resistance and antifouling function was prepared with secondary amine–oligosiloxane nanoclusters and a diisocyanate-terminated polytetrahydrofuran (PTMG)-based prepolymer, where the nanoclusters provide mechanical strength and antifouling ability while the urea segments give elasticity and toughness. Due to the lower react",10,6.93,Man Wang; Qingyi Xie; Jiansen Pan; Chunfeng Ma; Guangzhao Zhang,45
9.pdf,Al/Cu Enhancement in Marine Anti‐Biofouling and Anti‐Biocorrosion Performance of High‐Entropy Alloys,10.1002/adfm.202502816,2025,Advanced Functional Materials,,15,16.62,Linlin Yang; Enze Zhou; Yizhe Dong; Jiajie He; Zehong Tian; Bei Liu; Yalin Wu; Zhilin Li; Zishuai Zhou; Xiangyu Li,12
90.pdf,Multi-strategy combined bionic coating for long-term robust protection against marine biofouling,10.1016/j.jmst.2024.05.025,2025,Journal of Materials Science & Technology,"Polyurethane-ﬂuorinated polysiloxane (PU-F PDMS) with high-strength, high-bonding and low surface en- ergy is synthesized as the matrix, and the PU-F PDMS/MCs/Ag marine anti-fouling coating on the sur- face of imitation crab shells is constructed by assembling butenolide@1,1-stilbene-modiﬁed hydrolyzed polyglycidyl methacrylate/graphene oxide microcapsules (Bu@PGMAm /GO MCs) with compact multi-shell structure and Ag nanoparticles (AgNPs) step by step on the PU-F PDMS matrix. The PU-F PDMS/MCs/Ag bionic anti-fouling coatings achieve long-term and stable anti-fouling effect under the combination",13,8.93,Nan Zheng; Bo Jia; Jie Liu; Xiaojun Wang; Duo Zhang; Hairan Zhang; Guoqing Wang,50
91.pdf,Polymeric material for anti-biofouling,10.1016/j.colsurfb.2012.04.045,2012,Colloids and Surfaces B: Biointerfaces,"Copolymerization of methyl methacrylate (MMA) and acrylate terminated poly(ethylene oxide-co- ethylene carbonate) (PEOC) macromonomer yields graft copolymer with PEOC side chains. By use of quartz crystal microbalance with dissipation (QCM-D), we have investigated the adsorption of proteins on the surface constructed by the copolymer in seawater. It shows the polymeric surface exhibits protein resistance depending on the content of the side chains. Marine ﬁeld tests show the protein resistant surface can effectively inhibit marine biofouling for more than 12 weeks. © 2012 Elsevier B.V. All rig",5,0.58,Chunfeng Ma; Hongjun Yang; Xi Zhou; Bo Wu; Guangzhao Zhang,45
92.pdf,"Hydrophilic polymer-based anti-biofouling coatings: Preparation, mechanism, and durability",10.1016/j.cis.2020.102264,2020,Advances in Colloid and Interface Science,"a r t i c l e i n f o Article history: 2 September 2020 Available online 9 September 2020 Keywords: Hydrophilic polymers Anti-biofouling Durability Zwitterion Coatings Anti-biofouling materials that combat microorganism attachment have been intensively studied due to the ever-growing demand on smart and durable coatings. Although various hydrophilic polymer surfaces demon- strated superior anti-biofouling properties, their practical application was hampered by the undesired mechan- ical vulnerability and complicated fabrication process. In this review, we summarized the mechanically and chemic",16,7.02,Zixu Huang; Hadi Ghasemi,88
93.pdf,Evaluation of biofouling behavior of zwitterionic silane coated reverse osmosis membranes fouled by marine bacteria,10.1016/j.porgcoat.2019.05.027,2019,Progress in Organic Coatings,"Zwitterionic modiﬁcation of membrane surfaces is a promising approach to decrease membrane biofouling. In this study, biofouling properties of two commercial polyamide (PA) reverse osmosis (RO) desalination mem- branes coated with zwitterionic sulfobetaine silane compounds including4-(diethyl(3-(trimethoxysilyl)propyl) ammonia)butane-1-sulfonate (EPBS) and 3-(dimethyl(3-(trimethoxysilyl)propyl)ammonia)propane-1-sulfonate (MPPS) were investigated using ﬁve diﬀerent marine bacteria isolated from Bosphorus, Turkey. To mimic the real environment, new marine strains were isolated for the biofouling",9,7.11,Farzin Saffarimiandoab; Bahar Yavuzturk Gul; Selda Erkoc-Ilter; Serkan Guclu; Serkan Unal; Bahadir Tunaboylu; Yusuf Z. Menceloglu; Ismail Koyuncu,34
94.pdf,Design of slippery organogel layer with room-temperature self-healing property for marine anti-fouling application,10.1016/j.porgcoat.2019.03.020,2019,Progress in Organic Coatings,"Slippery liquid-infused porous surfaces (SLIPS) was proven to be a potential strategy for inhibiting marine biofouling, which is an economic and environmental problem. The traditional SLIPS fabricated based on ca- pillary effect of micro-structure was prone to be damaged in practical application. To solve this problem, a slippery organogel layer (OG) was designed by infusing silicone oil into poly(dimethylsiloxane) based polyurea (PDMS-PUa) synthesized from α, ω-Aminopropyl terminated poly(dimethylsiloxane) (APT-PDMS) and iso- phorone diisocyanate (IPDI). The self-healing property of the subst",7,4.07,Hao Zhang; Yuanzhen Liang; Peng Wang; Dun Zhang,58
95.pdf,"Functional polymer–ceramic hybrid coatings: Status, progress, and trend",10.1016/j.progpolymsci.2024.101840,2024,Progress in Polymer Science,"The pursuit of achieving both ceramic-like hardness and polymer-like ﬂexibility in a coating, known as a polymer–ceramic hybrid coating, is a challenging yet highly desirable goal. The application of these coatings spans various domains such as foldable displays, wearable devices, maritime industries, and biomedical engineering. Particularly, endowing polymer–ceramic hybrid coatings with functions such as transparency, anti-liquid adhesion, anti-biofouling, and self-healing expand their potential in ﬁelds ne- cessitating highly protective performance, which have gained signiﬁcant attention in ",37,13.33,Zhenqiang Zhang; Yinjie Huang; Qingyi Xie; Guojun Liu; Chunfeng Ma; Guangzhao Zhang,57
